Country,Country_code,Who_region,Wb_income,Year,Month,Agegroup,Deaths
Kuwait,KWT,EMR,HIC,2025,8,65+,
Hungary,HUN,EUR,HIC,2025,3,65+,
Hungary,HUN,EUR,HIC,2025,8,65+,
Hungary,HUN,EUR,HIC,2025,4,15_64,
Hungary,HUN,EUR,HIC,2025,4,65+,
Hungary,HUN,EUR,HIC,2025,7,0_4,
Hungary,HUN,EUR,HIC,2025,7,5_14,
Hungary,HUN,EUR,HIC,2025,8,0_4,
Hungary,HUN,EUR,HIC,2025,8,5_14,
Iceland,ISL,EUR,HIC,2025,5,0_4,
Iceland,ISL,EUR,HIC,2025,5,15_64,
Iceland,ISL,EUR,HIC,2025,1,0_4,
Iceland,ISL,EUR,HIC,2025,5,65+,
Hungary,HUN,EUR,HIC,2025,3,15_64,
Iceland,ISL,EUR,HIC,2025,1,15_64,
Iceland,ISL,EUR,HIC,2025,1,5_14,
Iceland,ISL,EUR,HIC,2025,6,15_64,
Iceland,ISL,EUR,HIC,2025,1,65+,
Iceland,ISL,EUR,HIC,2025,6,5_14,
Iceland,ISL,EUR,HIC,2025,2,0_4,
Iceland,ISL,EUR,HIC,2025,6,65+,
Iceland,ISL,EUR,HIC,2025,2,5_14,
Iceland,ISL,EUR,HIC,2025,2,65+,
Iceland,ISL,EUR,HIC,2025,3,0_4,
Iceland,ISL,EUR,HIC,2025,3,15_64,
Iceland,ISL,EUR,HIC,2025,3,5_14,
Iceland,ISL,EUR,HIC,2025,2,15_64,
Iceland,ISL,EUR,HIC,2025,6,0_4,
Iceland,ISL,EUR,HIC,2025,3,65+,
Hungary,HUN,EUR,HIC,2025,8,15_64,
Hungary,HUN,EUR,HIC,2025,2,15_64,
Honduras,HND,AMR,LMC,2025,4,15_64,0
Honduras,HND,AMR,LMC,2025,7,65+,0
Honduras,HND,AMR,LMC,2025,4,65+,0
Honduras,HND,AMR,LMC,2025,5,15_64,0
Honduras,HND,AMR,LMC,2025,5,65+,0
Honduras,HND,AMR,LMC,2025,8,0_4,0
Hungary,HUN,EUR,HIC,2025,1,65+,4
Hungary,HUN,EUR,HIC,2025,5,0_4,
Hungary,HUN,EUR,HIC,2025,5,15_64,
Hungary,HUN,EUR,HIC,2025,5,5_14,
Hungary,HUN,EUR,HIC,2025,5,65+,
Hungary,HUN,EUR,HIC,2025,1,0_4,
Hungary,HUN,EUR,HIC,2025,2,65+,
Hungary,HUN,EUR,HIC,2025,6,0_4,
Hungary,HUN,EUR,HIC,2025,6,15_64,
Hungary,HUN,EUR,HIC,2025,2,0_4,
Hungary,HUN,EUR,HIC,2025,6,5_14,
Hungary,HUN,EUR,HIC,2025,2,5_14,
Hungary,HUN,EUR,HIC,2025,6,65+,
Hungary,HUN,EUR,HIC,2025,3,0_4,
Hungary,HUN,EUR,HIC,2025,3,5_14,
Hungary,HUN,EUR,HIC,2025,4,0_4,
Hungary,HUN,EUR,HIC,2025,4,5_14,
Hungary,HUN,EUR,HIC,2025,7,15_64,
Hungary,HUN,EUR,HIC,2025,1,15_64,
Hungary,HUN,EUR,HIC,2025,7,65+,
Hungary,HUN,EUR,HIC,2025,1,5_14,
Honduras,HND,AMR,LMC,2025,7,5_14,0
Iceland,ISL,EUR,HIC,2025,4,15_64,
Iceland,ISL,EUR,HIC,2025,4,0_4,
India,IND,SEAR,LMC,2025,3,0_4,
India,IND,SEAR,LMC,2025,3,15_64,
India,IND,SEAR,LMC,2025,4,0_4,
India,IND,SEAR,LMC,2025,3,5_14,
India,IND,SEAR,LMC,2025,7,15_64,
India,IND,SEAR,LMC,2025,4,15_64,
India,IND,SEAR,LMC,2025,7,5_14,
India,IND,SEAR,LMC,2025,4,5_14,
India,IND,SEAR,LMC,2025,7,65+,
India,IND,SEAR,LMC,2025,8,15_64,
India,IND,SEAR,LMC,2025,8,5_14,
India,IND,SEAR,LMC,2025,8,65+,
India,IND,SEAR,LMC,2025,2,5_14,
Indonesia,IDN,WPR,UMC,2025,5,15_64,
Indonesia,IDN,WPR,UMC,2025,7,0_4,
Indonesia,IDN,WPR,UMC,2025,7,5_14,
Indonesia,IDN,WPR,UMC,2025,7,65+,
Indonesia,IDN,WPR,UMC,2025,8,5_14,
Indonesia,IDN,WPR,UMC,2025,8,65+,
Indonesia,IDN,WPR,UMC,2025,1,65+,
Indonesia,IDN,WPR,UMC,2025,2,65+,
Indonesia,IDN,WPR,UMC,2025,3,65+,
Indonesia,IDN,WPR,UMC,2025,4,65+,
Indonesia,IDN,WPR,UMC,2025,5,0_4,
Indonesia,IDN,WPR,UMC,2025,6,0_4,
Indonesia,IDN,WPR,UMC,2025,7,15_64,
Indonesia,IDN,WPR,UMC,2025,6,15_64,
Iceland,ISL,EUR,HIC,2025,5,5_14,
India,IND,SEAR,LMC,2025,2,0_4,
India,IND,SEAR,LMC,2025,1,5_14,
Iceland,ISL,EUR,HIC,2025,7,65+,
Iceland,ISL,EUR,HIC,2025,7,0_4,
Iceland,ISL,EUR,HIC,2025,8,65+,
Iceland,ISL,EUR,HIC,2025,4,5_14,
Iceland,ISL,EUR,HIC,2025,7,5_14,
Iceland,ISL,EUR,HIC,2025,4,65+,
Iceland,ISL,EUR,HIC,2025,8,5_14,
Iceland,ISL,EUR,HIC,2025,7,15_64,
Iceland,ISL,EUR,HIC,2025,8,0_4,
Iceland,ISL,EUR,HIC,2025,8,15_64,
India,IND,SEAR,LMC,2025,1,65+,
India,IND,SEAR,LMC,2025,2,65+,
India,IND,SEAR,LMC,2025,2,15_64,
India,IND,SEAR,LMC,2025,3,65+,
India,IND,SEAR,LMC,2025,4,65+,
India,IND,SEAR,LMC,2025,5,5_14,
India,IND,SEAR,LMC,2025,5,15_64,
India,IND,SEAR,LMC,2025,5,65+,
India,IND,SEAR,LMC,2025,6,15_64,
India,IND,SEAR,LMC,2025,6,0_4,
India,IND,SEAR,LMC,2025,7,0_4,
India,IND,SEAR,LMC,2025,6,5_14,
India,IND,SEAR,LMC,2025,8,0_4,
India,IND,SEAR,LMC,2025,6,65+,
India,IND,SEAR,LMC,2025,1,0_4,
India,IND,SEAR,LMC,2025,1,15_64,
India,IND,SEAR,LMC,2025,5,0_4,
Indonesia,IDN,WPR,UMC,2025,8,15_64,
Honduras,HND,AMR,LMC,2025,3,5_14,0
Honduras,HND,AMR,LMC,2025,7,15_64,0
Heard Island and McDonald Islands,HMD,WPR,,2025,5,0_4,
Heard Island and McDonald Islands,HMD,WPR,,2025,6,0_4,
Heard Island and McDonald Islands,HMD,WPR,,2025,6,65+,
Heard Island and McDonald Islands,HMD,WPR,,2025,4,0_4,
Heard Island and McDonald Islands,HMD,WPR,,2025,5,15_64,
Heard Island and McDonald Islands,HMD,WPR,,2025,5,5_14,
Heard Island and McDonald Islands,HMD,WPR,,2025,6,15_64,
Heard Island and McDonald Islands,HMD,WPR,,2025,6,5_14,
Heard Island and McDonald Islands,HMD,WPR,,2025,7,65+,
Heard Island and McDonald Islands,HMD,WPR,,2025,8,65+,
Heard Island and McDonald Islands,HMD,WPR,,2025,1,15_64,
Heard Island and McDonald Islands,HMD,WPR,,2025,2,15_64,
Haiti,HTI,AMR,LMC,2025,7,5_14,
Heard Island and McDonald Islands,HMD,WPR,,2025,3,15_64,
Heard Island and McDonald Islands,HMD,WPR,,2025,5,65+,
Heard Island and McDonald Islands,HMD,WPR,,2025,7,0_4,
Heard Island and McDonald Islands,HMD,WPR,,2025,1,0_4,
Heard Island and McDonald Islands,HMD,WPR,,2025,7,5_14,
Heard Island and McDonald Islands,HMD,WPR,,2025,1,5_14,
Heard Island and McDonald Islands,HMD,WPR,,2025,8,15_64,
Heard Island and McDonald Islands,HMD,WPR,,2025,1,65+,
Heard Island and McDonald Islands,HMD,WPR,,2025,8,5_14,
Heard Island and McDonald Islands,HMD,WPR,,2025,2,0_4,
Heard Island and McDonald Islands,HMD,WPR,,2025,2,5_14,
Heard Island and McDonald Islands,HMD,WPR,,2025,2,65+,
Heard Island and McDonald Islands,HMD,WPR,,2025,3,0_4,
Heard Island and McDonald Islands,HMD,WPR,,2025,4,15_64,
Heard Island and McDonald Islands,HMD,WPR,,2025,3,5_14,
Haiti,HTI,AMR,LMC,2025,6,0_4,
Haiti,HTI,AMR,LMC,2025,5,0_4,
Haiti,HTI,AMR,LMC,2025,5,5_14,
Haiti,HTI,AMR,LMC,2025,6,15_64,
Haiti,HTI,AMR,LMC,2025,6,5_14,
Haiti,HTI,AMR,LMC,2025,7,65+,
Haiti,HTI,AMR,LMC,2025,8,65+,
Haiti,HTI,AMR,LMC,2025,1,15_64,
Haiti,HTI,AMR,LMC,2025,1,5_14,
Haiti,HTI,AMR,LMC,2025,2,15_64,
Haiti,HTI,AMR,LMC,2025,2,5_14,
Haiti,HTI,AMR,LMC,2025,3,15_64,
Haiti,HTI,AMR,LMC,2025,3,5_14,
Haiti,HTI,AMR,LMC,2025,4,15_64,
Haiti,HTI,AMR,LMC,2025,5,15_64,
Haiti,HTI,AMR,LMC,2025,4,5_14,
Haiti,HTI,AMR,LMC,2025,6,65+,
Haiti,HTI,AMR,LMC,2025,7,0_4,
Haiti,HTI,AMR,LMC,2025,8,0_4,
Haiti,HTI,AMR,LMC,2025,8,5_14,
Haiti,HTI,AMR,LMC,2025,1,0_4,
Haiti,HTI,AMR,LMC,2025,2,0_4,
Haiti,HTI,AMR,LMC,2025,2,65+,
Haiti,HTI,AMR,LMC,2025,3,0_4,
Haiti,HTI,AMR,LMC,2025,4,0_4,
Haiti,HTI,AMR,LMC,2025,4,65+,
Haiti,HTI,AMR,LMC,2025,7,15_64,
Haiti,HTI,AMR,LMC,2025,8,15_64,
Haiti,HTI,AMR,LMC,2025,5,65+,
Honduras,HND,AMR,LMC,2025,7,0_4,0
Heard Island and McDonald Islands,HMD,WPR,,2025,3,65+,
Heard Island and McDonald Islands,HMD,WPR,,2025,4,65+,
Holy See,VAT,EUR,,2025,3,65+,
Holy See,VAT,EUR,,2025,4,15_64,
Holy See,VAT,EUR,,2025,4,5_14,
Holy See,VAT,EUR,,2025,4,65+,
Honduras,HND,AMR,LMC,2025,1,0_4,0
Honduras,HND,AMR,LMC,2025,1,5_14,0
Honduras,HND,AMR,LMC,2025,2,15_64,0
Honduras,HND,AMR,LMC,2025,4,0_4,0
Honduras,HND,AMR,LMC,2025,5,0_4,0
Honduras,HND,AMR,LMC,2025,1,15_64,0
Honduras,HND,AMR,LMC,2025,8,15_64,0
Honduras,HND,AMR,LMC,2025,2,0_4,0
Holy See,VAT,EUR,,2025,3,5_14,
Honduras,HND,AMR,LMC,2025,8,5_14,0
Honduras,HND,AMR,LMC,2025,8,65+,0
Honduras,HND,AMR,LMC,2025,2,65+,0
Honduras,HND,AMR,LMC,2025,6,0_4,0
Honduras,HND,AMR,LMC,2025,1,65+,0
Honduras,HND,AMR,LMC,2025,3,65+,0
Honduras,HND,AMR,LMC,2025,6,5_14,0
Honduras,HND,AMR,LMC,2025,4,5_14,0
Honduras,HND,AMR,LMC,2025,3,0_4,0
Honduras,HND,AMR,LMC,2025,5,5_14,0
Honduras,HND,AMR,LMC,2025,6,65+,0
Honduras,HND,AMR,LMC,2025,6,15_64,0
Honduras,HND,AMR,LMC,2025,3,15_64,0
Honduras,HND,AMR,LMC,2025,2,5_14,0
Heard Island and McDonald Islands,HMD,WPR,,2025,4,5_14,
Holy See,VAT,EUR,,2025,3,15_64,
Holy See,VAT,EUR,,2025,2,5_14,
Heard Island and McDonald Islands,HMD,WPR,,2025,7,15_64,
Heard Island and McDonald Islands,HMD,WPR,,2025,8,0_4,
Holy See,VAT,EUR,,2025,5,15_64,
Holy See,VAT,EUR,,2025,6,15_64,
Holy See,VAT,EUR,,2025,7,0_4,
Holy See,VAT,EUR,,2025,8,0_4,
Holy See,VAT,EUR,,2025,5,0_4,
Holy See,VAT,EUR,,2025,5,5_14,
Holy See,VAT,EUR,,2025,6,0_4,
Holy See,VAT,EUR,,2025,6,5_14,
Holy See,VAT,EUR,,2025,7,15_64,
Holy See,VAT,EUR,,2025,7,65+,
Holy See,VAT,EUR,,2025,2,65+,
Holy See,VAT,EUR,,2025,8,15_64,
Holy See,VAT,EUR,,2025,1,0_4,
Holy See,VAT,EUR,,2025,2,0_4,
Holy See,VAT,EUR,,2025,3,0_4,
Holy See,VAT,EUR,,2025,4,0_4,
Holy See,VAT,EUR,,2025,5,65+,
Holy See,VAT,EUR,,2025,1,15_64,
Holy See,VAT,EUR,,2025,6,65+,
Holy See,VAT,EUR,,2025,1,5_14,
Holy See,VAT,EUR,,2025,7,5_14,
Holy See,VAT,EUR,,2025,1,65+,
Holy See,VAT,EUR,,2025,8,5_14,
Holy See,VAT,EUR,,2025,2,15_64,
Holy See,VAT,EUR,,2025,8,65+,
Haiti,HTI,AMR,LMC,2025,3,65+,
Indonesia,IDN,WPR,UMC,2025,1,15_64,
Indonesia,IDN,WPR,UMC,2025,3,15_64,
International conveyance (FESCO),XXF,OTHER,,2025,4,65+,
International conveyance (FESCO),XXF,OTHER,,2025,5,5_14,
International conveyance (FESCO),XXF,OTHER,,2025,6,0_4,
International conveyance (FESCO),XXF,OTHER,,2025,6,5_14,
International conveyance (FESCO),XXF,OTHER,,2025,7,15_64,
International conveyance (FESCO),XXF,OTHER,,2025,8,15_64,
International conveyance (FESCO),XXF,OTHER,,2025,8,65+,
International conveyance (FESCO),XXF,OTHER,,2025,1,0_4,
International conveyance (FESCO),XXF,OTHER,,2025,1,5_14,
International conveyance (FESCO),XXF,OTHER,,2025,2,0_4,
International conveyance (FESCO),XXF,OTHER,,2025,2,5_14,
International conveyance (FESCO),XXF,OTHER,,2025,3,0_4,
International conveyance (FESCO),XXF,OTHER,,2025,3,65+,
International conveyance (FESCO),XXF,OTHER,,2025,3,5_14,
International conveyance (FESCO),XXF,OTHER,,2025,4,5_14,
International conveyance (FESCO),XXF,OTHER,,2025,5,15_64,
International conveyance (FESCO),XXF,OTHER,,2025,5,65+,
International conveyance (FESCO),XXF,OTHER,,2025,6,15_64,
International conveyance (FESCO),XXF,OTHER,,2025,1,15_64,
International conveyance (FESCO),XXF,OTHER,,2025,6,65+,
International conveyance (FESCO),XXF,OTHER,,2025,2,15_64,
International conveyance (FESCO),XXF,OTHER,,2025,3,15_64,
International conveyance (FESCO),XXF,OTHER,,2025,4,15_64,
International conveyance (FESCO),XXF,OTHER,,2025,5,0_4,
International conveyance (Grand Princess),XXU,OTHER,,2025,5,0_4,
International conveyance (Grand Princess),XXU,OTHER,,2025,1,15_64,
International conveyance (FESCO),XXF,OTHER,,2025,4,0_4,
International conveyance (Grand Princess),XXU,OTHER,,2025,5,5_14,
International conveyance (FESCO),XXF,OTHER,,2025,8,5_14,
International conveyance (FESCO),XXF,OTHER,,2025,8,0_4,
International conveyance (Diamond Princess),XXJ,OTHER,,2025,1,0_4,
International conveyance (Diamond Princess),XXJ,OTHER,,2025,6,0_4,
International conveyance (Diamond Princess),XXJ,OTHER,,2025,7,5_14,
International conveyance (Diamond Princess),XXJ,OTHER,,2025,2,0_4,
International conveyance (Diamond Princess),XXJ,OTHER,,2025,8,15_64,
International conveyance (Diamond Princess),XXJ,OTHER,,2025,8,5_14,
International conveyance (Diamond Princess),XXJ,OTHER,,2025,3,0_4,
International conveyance (Diamond Princess),XXJ,OTHER,,2025,4,0_4,
International conveyance (Diamond Princess),XXJ,OTHER,,2025,5,15_64,
International conveyance (Diamond Princess),XXJ,OTHER,,2025,5,5_14,
International conveyance (Diamond Princess),XXJ,OTHER,,2025,6,15_64,
International conveyance (Diamond Princess),XXJ,OTHER,,2025,7,65+,
International conveyance (FESCO),XXF,OTHER,,2025,2,65+,
International conveyance (Diamond Princess),XXJ,OTHER,,2025,8,65+,
International conveyance (Diamond Princess),XXJ,OTHER,,2025,1,65+,
International conveyance (Diamond Princess),XXJ,OTHER,,2025,2,5_14,
International conveyance (Diamond Princess),XXJ,OTHER,,2025,2,65+,
International conveyance (Diamond Princess),XXJ,OTHER,,2025,3,5_14,
International conveyance (Diamond Princess),XXJ,OTHER,,2025,3,65+,
International conveyance (Diamond Princess),XXJ,OTHER,,2025,4,5_14,
International conveyance (Diamond Princess),XXJ,OTHER,,2025,4,65+,
International conveyance (Diamond Princess),XXJ,OTHER,,2025,7,15_64,
International conveyance (FESCO),XXF,OTHER,,2025,7,0_4,
International conveyance (FESCO),XXF,OTHER,,2025,7,5_14,
International conveyance (FESCO),XXF,OTHER,,2025,7,65+,
International conveyance (FESCO),XXF,OTHER,,2025,1,65+,
International conveyance (Diamond Princess),XXJ,OTHER,,2025,1,5_14,
International conveyance (Diamond Princess),XXJ,OTHER,,2025,5,65+,
International conveyance (Grand Princess),XXU,OTHER,,2025,2,15_64,
International conveyance (Grand Princess),XXU,OTHER,,2025,3,15_64,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,8,65+,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,1,0_4,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,3,0_4,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,4,15_64,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,5,65+,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,6,65+,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,7,0_4,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,7,5_14,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,8,0_4,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,8,5_14,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,1,65+,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,2,65+,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,7,65+,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,3,65+,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,5,0_4,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,5,5_14,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,6,0_4,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,1,15_64,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,1,5_14,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,2,0_4,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,2,15_64,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,2,5_14,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,3,15_64,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,3,5_14,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,4,0_4,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,4,5_14,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,4,65+,
International conveyance (Grand Princess),XXU,OTHER,,2025,6,0_4,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,6,5_14,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,5,15_64,
International conveyance (Grand Princess),XXU,OTHER,,2025,6,5_14,
International conveyance (Grand Princess),XXU,OTHER,,2025,4,15_64,
International conveyance (Grand Princess),XXU,OTHER,,2025,5,65+,
International conveyance (Grand Princess),XXU,OTHER,,2025,6,65+,
International conveyance (Grand Princess),XXU,OTHER,,2025,7,0_4,
International conveyance (Grand Princess),XXU,OTHER,,2025,1,5_14,
International conveyance (Grand Princess),XXU,OTHER,,2025,2,5_14,
International conveyance (Grand Princess),XXU,OTHER,,2025,3,5_14,
International conveyance (Grand Princess),XXU,OTHER,,2025,4,5_14,
International conveyance (Grand Princess),XXU,OTHER,,2025,5,15_64,
International conveyance (Grand Princess),XXU,OTHER,,2025,1,0_4,
International conveyance (Grand Princess),XXU,OTHER,,2025,6,15_64,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,6,15_64,
International conveyance (Grand Princess),XXU,OTHER,,2025,1,65+,
International conveyance (Grand Princess),XXU,OTHER,,2025,2,0_4,
International conveyance (Grand Princess),XXU,OTHER,,2025,8,65+,
International conveyance (Grand Princess),XXU,OTHER,,2025,2,65+,
International conveyance (Grand Princess),XXU,OTHER,,2025,3,0_4,
International conveyance (Grand Princess),XXU,OTHER,,2025,3,65+,
International conveyance (Grand Princess),XXU,OTHER,,2025,4,0_4,
International conveyance (Grand Princess),XXU,OTHER,,2025,4,65+,
International conveyance (Grand Princess),XXU,OTHER,,2025,7,15_64,
International conveyance (Grand Princess),XXU,OTHER,,2025,7,5_14,
International conveyance (Grand Princess),XXU,OTHER,,2025,8,0_4,
International conveyance (Grand Princess),XXU,OTHER,,2025,8,15_64,
International conveyance (Grand Princess),XXU,OTHER,,2025,8,5_14,
International conveyance (Grand Princess),XXU,OTHER,,2025,7,65+,
Indonesia,IDN,WPR,UMC,2025,2,15_64,
International conveyance (Diamond Princess),XXJ,OTHER,,2025,5,0_4,
International conveyance (Diamond Princess),XXJ,OTHER,,2025,3,15_64,
International conveyance (CHARO),XXL,OTHER,,2025,3,0_4,
International conveyance (CHARO),XXL,OTHER,,2025,4,0_4,
International conveyance (CHARO),XXL,OTHER,,2025,6,65+,
International conveyance (CHARO),XXL,OTHER,,2025,7,5_14,
International conveyance (CHARO),XXL,OTHER,,2025,8,0_4,
International conveyance (CHARO),XXL,OTHER,,2025,8,5_14,
International conveyance (CHARO),XXL,OTHER,,2025,1,15_64,
International conveyance (CHARO),XXL,OTHER,,2025,1,5_14,
International conveyance (CHARO),XXL,OTHER,,2025,2,15_64,
International conveyance (CHARO),XXL,OTHER,,2025,2,5_14,
International conveyance (CHARO),XXL,OTHER,,2025,3,15_64,
International conveyance (CHARO),XXL,OTHER,,2025,3,5_14,
International conveyance (CHARO),XXL,OTHER,,2025,2,0_4,
International conveyance (CHARO),XXL,OTHER,,2025,4,15_64,
International conveyance (CHARO),XXL,OTHER,,2025,5,65+,
International conveyance (CHARO),XXL,OTHER,,2025,8,15_64,
International conveyance (CHEFOO),XXG,OTHER,,2025,5,15_64,
International conveyance (CHEFOO),XXG,OTHER,,2025,6,0_4,
International conveyance (CHEFOO),XXG,OTHER,,2025,7,5_14,
International conveyance (CHEFOO),XXG,OTHER,,2025,1,65+,
International conveyance (CHEFOO),XXG,OTHER,,2025,2,65+,
International conveyance (CHEFOO),XXG,OTHER,,2025,3,65+,
International conveyance (CHEFOO),XXG,OTHER,,2025,5,0_4,
International conveyance (CHEFOO),XXG,OTHER,,2025,5,5_14,
International conveyance (CHEFOO),XXG,OTHER,,2025,6,15_64,
International conveyance (CHEFOO),XXG,OTHER,,2025,1,15_64,
International conveyance (CHARO),XXL,OTHER,,2025,4,5_14,
International conveyance (CHEFOO),XXG,OTHER,,2025,1,5_14,
International conveyance (CHARO),XXL,OTHER,,2025,1,0_4,
International conveyance (CHARO),XXL,OTHER,,2025,6,5_14,
Indonesia,IDN,WPR,UMC,2025,4,15_64,
Indonesia,IDN,WPR,UMC,2025,5,5_14,
Indonesia,IDN,WPR,UMC,2025,1,0_4,
Indonesia,IDN,WPR,UMC,2025,5,65+,
Indonesia,IDN,WPR,UMC,2025,1,5_14,
Indonesia,IDN,WPR,UMC,2025,6,5_14,
Indonesia,IDN,WPR,UMC,2025,2,0_4,
Indonesia,IDN,WPR,UMC,2025,6,65+,
Indonesia,IDN,WPR,UMC,2025,2,5_14,
Indonesia,IDN,WPR,UMC,2025,3,0_4,
Indonesia,IDN,WPR,UMC,2025,3,5_14,
Indonesia,IDN,WPR,UMC,2025,4,0_4,
International conveyance (CHARO),XXL,OTHER,,2025,7,15_64,
Indonesia,IDN,WPR,UMC,2025,4,5_14,
International conveyance (CHARO),XXL,OTHER,,2025,5,15_64,
International conveyance (CHARO),XXL,OTHER,,2025,6,15_64,
International conveyance (CHARO),XXL,OTHER,,2025,7,0_4,
International conveyance (CHARO),XXL,OTHER,,2025,7,65+,
International conveyance (CHARO),XXL,OTHER,,2025,8,65+,
International conveyance (CHARO),XXL,OTHER,,2025,1,65+,
International conveyance (CHARO),XXL,OTHER,,2025,2,65+,
International conveyance (CHARO),XXL,OTHER,,2025,3,65+,
International conveyance (CHARO),XXL,OTHER,,2025,4,65+,
International conveyance (CHARO),XXL,OTHER,,2025,5,0_4,
International conveyance (CHARO),XXL,OTHER,,2025,5,5_14,
International conveyance (CHARO),XXL,OTHER,,2025,6,0_4,
Indonesia,IDN,WPR,UMC,2025,8,0_4,
International conveyance (Diamond Princess),XXJ,OTHER,,2025,4,15_64,
International conveyance (CHEFOO),XXG,OTHER,,2025,6,5_14,
International conveyance (CHEFOO),XXG,OTHER,,2025,2,5_14,
International conveyance (cruise ship),XXV,OTHER,,2025,3,15_64,
International conveyance (cruise ship),XXV,OTHER,,2025,4,15_64,
International conveyance (cruise ship),XXV,OTHER,,2025,5,65+,
International conveyance (cruise ship),XXV,OTHER,,2025,1,0_4,
International conveyance (cruise ship),XXV,OTHER,,2025,7,0_4,
International conveyance (cruise ship),XXV,OTHER,,2025,1,5_14,
International conveyance (cruise ship),XXV,OTHER,,2025,7,5_14,
International conveyance (cruise ship),XXV,OTHER,,2025,1,65+,
International conveyance (cruise ship),XXV,OTHER,,2025,8,15_64,
International conveyance (cruise ship),XXV,OTHER,,2025,2,0_4,
International conveyance (cruise ship),XXV,OTHER,,2025,8,5_14,
International conveyance (cruise ship),XXV,OTHER,,2025,2,5_14,
International conveyance (cruise ship),XXV,OTHER,,2025,2,15_64,
International conveyance (cruise ship),XXV,OTHER,,2025,2,65+,
International conveyance (cruise ship),XXV,OTHER,,2025,3,5_14,
International conveyance (cruise ship),XXV,OTHER,,2025,3,65+,
International conveyance (cruise ship),XXV,OTHER,,2025,4,5_14,
International conveyance (cruise ship),XXV,OTHER,,2025,4,65+,
International conveyance (cruise ship),XXV,OTHER,,2025,7,15_64,
International conveyance (cruise ship),XXV,OTHER,,2025,8,0_4,
International conveyance (Diamond Princess),XXJ,OTHER,,2025,6,5_14,
International conveyance (Diamond Princess),XXJ,OTHER,,2025,6,65+,
International conveyance (Diamond Princess),XXJ,OTHER,,2025,7,0_4,
International conveyance (Diamond Princess),XXJ,OTHER,,2025,8,0_4,
International conveyance (Diamond Princess),XXJ,OTHER,,2025,1,15_64,
International conveyance (Diamond Princess),XXJ,OTHER,,2025,2,15_64,
International conveyance (cruise ship),XXV,OTHER,,2025,3,0_4,
International conveyance (CHEFOO),XXG,OTHER,,2025,2,15_64,
International conveyance (cruise ship),XXV,OTHER,,2025,1,15_64,
International conveyance (cruise ship),XXV,OTHER,,2025,7,65+,
International conveyance (CHEFOO),XXG,OTHER,,2025,7,65+,
International conveyance (CHEFOO),XXG,OTHER,,2025,3,15_64,
International conveyance (CHEFOO),XXG,OTHER,,2025,3,5_14,
International conveyance (CHEFOO),XXG,OTHER,,2025,8,65+,
International conveyance (CHEFOO),XXG,OTHER,,2025,4,15_64,
International conveyance (CHEFOO),XXG,OTHER,,2025,4,5_14,
International conveyance (CHEFOO),XXG,OTHER,,2025,5,65+,
International conveyance (CHEFOO),XXG,OTHER,,2025,6,65+,
International conveyance (CHEFOO),XXG,OTHER,,2025,7,0_4,
International conveyance (CHEFOO),XXG,OTHER,,2025,8,0_4,
International conveyance (CHEFOO),XXG,OTHER,,2025,8,5_14,
International conveyance (CHEFOO),XXG,OTHER,,2025,1,0_4,
International conveyance (cruise ship),XXV,OTHER,,2025,8,65+,
International conveyance (CHEFOO),XXG,OTHER,,2025,2,0_4,
International conveyance (CHEFOO),XXG,OTHER,,2025,4,0_4,
International conveyance (CHEFOO),XXG,OTHER,,2025,4,65+,
International conveyance (CHEFOO),XXG,OTHER,,2025,7,15_64,
International conveyance (CHEFOO),XXG,OTHER,,2025,8,15_64,
International conveyance (cruise ship),XXV,OTHER,,2025,5,0_4,
International conveyance (cruise ship),XXV,OTHER,,2025,6,0_4,
International conveyance (cruise ship),XXV,OTHER,,2025,6,65+,
