dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2020,continentExp
02/12/2020,2,12,2020,14064,309,France,FR,FRA,67320216,Europe
01/12/2020,1,12,2020,8083,775,France,FR,FRA,67320216,Europe
30/11/2020,30,11,2020,4005,406,France,FR,FRA,67320216,Europe
29/11/2020,29,11,2020,9784,198,France,FR,FRA,67320216,Europe
28/11/2020,28,11,2020,12580,213,France,FR,FRA,67320216,Europe
27/11/2020,27,11,2020,12459,957,France,FR,FRA,67320216,Europe
26/11/2020,26,11,2020,13563,339,France,FR,FRA,67320216,Europe
25/11/2020,25,11,2020,16282,381,France,FR,FRA,67320216,Europe
24/11/2020,24,11,2020,9155,1004,France,FR,FRA,67320216,Europe
23/11/2020,23,11,2020,4452,500,France,FR,FRA,67320216,Europe
22/11/2020,22,11,2020,13157,214,France,FR,FRA,67320216,Europe
21/11/2020,21,11,2020,17881,253,France,FR,FRA,67320216,Europe
20/11/2020,20,11,2020,22882,1138,France,FR,FRA,67320216,Europe
19/11/2020,19,11,2020,21150,429,France,FR,FRA,67320216,Europe
18/11/2020,18,11,2020,28383,425,France,FR,FRA,67320216,Europe
17/11/2020,17,11,2020,45522,1219,France,FR,FRA,67320216,Europe
16/11/2020,16,11,2020,9406,506,France,FR,FRA,67320216,Europe
15/11/2020,15,11,2020,27228,302,France,FR,FRA,67320216,Europe
14/11/2020,14,11,2020,32095,354,France,FR,FRA,67320216,Europe
13/11/2020,13,11,2020,23794,932,France,FR,FRA,67320216,Europe
12/11/2020,12,11,2020,33172,425,France,FR,FRA,67320216,Europe
11/11/2020,11,11,2020,35879,328,France,FR,FRA,67320216,Europe
10/11/2020,10,11,2020,22180,1220,France,FR,FRA,67320216,Europe
09/11/2020,9,11,2020,20155,548,France,FR,FRA,67320216,Europe
08/11/2020,8,11,2020,38619,270,France,FR,FRA,67320216,Europe
07/11/2020,7,11,2020,86852,304,France,FR,FRA,67320216,Europe
06/11/2020,6,11,2020,60486,828,France,FR,FRA,67320216,Europe
05/11/2020,5,11,2020,58046,363,France,FR,FRA,67320216,Europe
04/11/2020,4,11,2020,40558,385,France,FR,FRA,67320216,Europe
03/11/2020,3,11,2020,36330,854,France,FR,FRA,67320216,Europe
02/11/2020,2,11,2020,52518,416,France,FR,FRA,67320216,Europe
01/11/2020,1,11,2020,46290,231,France,FR,FRA,67320216,Europe
31/10/2020,31,10,2020,35641,223,France,FR,FRA,67320216,Europe
30/10/2020,30,10,2020,49215,545,France,FR,FRA,67320216,Europe
29/10/2020,29,10,2020,47637,235,France,FR,FRA,67320216,Europe
28/10/2020,28,10,2020,36437,244,France,FR,FRA,67320216,Europe
27/10/2020,27,10,2020,33417,523,France,FR,FRA,67320216,Europe
26/10/2020,26,10,2020,26771,257,France,FR,FRA,67320216,Europe
25/10/2020,25,10,2020,52010,116,France,FR,FRA,67320216,Europe
24/10/2020,24,10,2020,45422,137,France,FR,FRA,67320216,Europe
23/10/2020,23,10,2020,42032,298,France,FR,FRA,67320216,Europe
22/10/2020,22,10,2020,41622,162,France,FR,FRA,67320216,Europe
21/10/2020,21,10,2020,26676,163,France,FR,FRA,67320216,Europe
20/10/2020,20,10,2020,20468,262,France,FR,FRA,67320216,Europe
19/10/2020,19,10,2020,13243,146,France,FR,FRA,67320216,Europe
18/10/2020,18,10,2020,29837,85,France,FR,FRA,67320216,Europe
17/10/2020,17,10,2020,32427,89,France,FR,FRA,67320216,Europe
16/10/2020,16,10,2020,25086,178,France,FR,FRA,67320216,Europe
15/10/2020,15,10,2020,30621,88,France,FR,FRA,67320216,Europe
14/10/2020,14,10,2020,22591,104,France,FR,FRA,67320216,Europe
13/10/2020,13,10,2020,12993,108,France,FR,FRA,67320216,Europe
12/10/2020,12,10,2020,8505,95,France,FR,FRA,67320216,Europe
11/10/2020,11,10,2020,16101,46,France,FR,FRA,67320216,Europe
10/10/2020,10,10,2020,26896,54,France,FR,FRA,67320216,Europe
09/10/2020,9,10,2020,20339,109,France,FR,FRA,67320216,Europe
08/10/2020,8,10,2020,18129,76,France,FR,FRA,67320216,Europe
07/10/2020,7,10,2020,18746,80,France,FR,FRA,67320216,Europe
06/10/2020,6,10,2020,10489,66,France,FR,FRA,67320216,Europe
05/10/2020,5,10,2020,5084,69,France,FR,FRA,67320216,Europe
04/10/2020,4,10,2020,12565,32,France,FR,FRA,67320216,Europe
03/10/2020,3,10,2020,16972,43,France,FR,FRA,67320216,Europe
02/10/2020,2,10,2020,12148,136,France,FR,FRA,67320216,Europe
01/10/2020,1,10,2020,13970,63,France,FR,FRA,67320216,Europe
30/09/2020,30,9,2020,12845,63,France,FR,FRA,67320216,Europe
29/09/2020,29,9,2020,8051,85,France,FR,FRA,67320216,Europe
28/09/2020,28,9,2020,4070,81,France,FR,FRA,67320216,Europe
27/09/2020,27,9,2020,11123,27,France,FR,FRA,67320216,Europe
26/09/2020,26,9,2020,14412,39,France,FR,FRA,67320216,Europe
25/09/2020,25,9,2020,15797,150,France,FR,FRA,67320216,Europe
24/09/2020,24,9,2020,16096,52,France,FR,FRA,67320216,Europe
23/09/2020,23,9,2020,13072,43,France,FR,FRA,67320216,Europe
22/09/2020,22,9,2020,10008,78,France,FR,FRA,67320216,Europe
21/09/2020,21,9,2020,5298,53,France,FR,FRA,67320216,Europe
20/09/2020,20,9,2020,10569,11,France,FR,FRA,67320216,Europe
19/09/2020,19,9,2020,13498,25,France,FR,FRA,67320216,Europe
18/09/2020,18,9,2020,13215,154,France,FR,FRA,67320216,Europe
17/09/2020,17,9,2020,10593,50,France,FR,FRA,67320216,Europe
16/09/2020,16,9,2020,9784,46,France,FR,FRA,67320216,Europe
15/09/2020,15,9,2020,7852,49,France,FR,FRA,67320216,Europe
14/09/2020,14,9,2020,6158,34,France,FR,FRA,67320216,Europe
13/09/2020,13,9,2020,7183,6,France,FR,FRA,67320216,Europe
12/09/2020,12,9,2020,10561,17,France,FR,FRA,67320216,Europe
11/09/2020,11,9,2020,9406,80,France,FR,FRA,67320216,Europe
10/09/2020,10,9,2020,9843,19,France,FR,FRA,67320216,Europe
09/09/2020,9,9,2020,8577,30,France,FR,FRA,67320216,Europe
08/09/2020,8,9,2020,6544,38,France,FR,FRA,67320216,Europe
07/09/2020,7,9,2020,4203,25,France,FR,FRA,67320216,Europe
06/09/2020,6,9,2020,7071,3,France,FR,FRA,67320216,Europe
05/09/2020,5,9,2020,8550,12,France,FR,FRA,67320216,Europe
04/09/2020,4,9,2020,8975,20,France,FR,FRA,67320216,Europe
03/09/2020,3,9,2020,7157,20,France,FR,FRA,67320216,Europe
02/09/2020,2,9,2020,7017,25,France,FR,FRA,67320216,Europe
01/09/2020,1,9,2020,4982,26,France,FR,FRA,67320216,Europe
31/08/2020,31,8,2020,3082,29,France,FR,FRA,67320216,Europe
30/08/2020,30,8,2020,5413,4,France,FR,FRA,67320216,Europe
29/08/2020,29,8,2020,5453,6,France,FR,FRA,67320216,Europe
28/08/2020,28,8,2020,7379,20,France,FR,FRA,67320216,Europe
27/08/2020,27,8,2020,6111,12,France,FR,FRA,67320216,Europe
26/08/2020,26,8,2020,5429,18,France,FR,FRA,67320216,Europe
25/08/2020,25,8,2020,3304,15,France,FR,FRA,67320216,Europe
24/08/2020,24,8,2020,1955,15,France,FR,FRA,67320216,Europe
23/08/2020,23,8,2020,4897,1,France,FR,FRA,67320216,Europe
22/08/2020,22,8,2020,3602,8,France,FR,FRA,67320216,Europe
21/08/2020,21,8,2020,4586,23,France,FR,FRA,67320216,Europe
20/08/2020,20,8,2020,4771,12,France,FR,FRA,67320216,Europe
19/08/2020,19,8,2020,3776,17,France,FR,FRA,67320216,Europe
18/08/2020,18,8,2020,2238,22,France,FR,FRA,67320216,Europe
17/08/2020,17,8,2020,493,19,France,FR,FRA,67320216,Europe
16/08/2020,16,8,2020,3015,1,France,FR,FRA,67320216,Europe
15/08/2020,15,8,2020,3310,3,France,FR,FRA,67320216,Europe
14/08/2020,14,8,2020,2846,18,France,FR,FRA,67320216,Europe
13/08/2020,13,8,2020,2669,17,France,FR,FRA,67320216,Europe
12/08/2020,12,8,2020,2524,17,France,FR,FRA,67320216,Europe
11/08/2020,11,8,2020,1397,14,France,FR,FRA,67320216,Europe
10/08/2020,10,8,2020,785,14,France,FR,FRA,67320216,Europe
09/08/2020,9,8,2020,1885,0,France,FR,FRA,67320216,Europe
08/08/2020,8,8,2020,2184,2,France,FR,FRA,67320216,Europe
07/08/2020,7,8,2020,2288,12,France,FR,FRA,67320216,Europe
06/08/2020,6,8,2020,1604,7,France,FR,FRA,67320216,Europe
05/08/2020,5,8,2020,1695,9,France,FR,FRA,67320216,Europe
04/08/2020,4,8,2020,1039,2,France,FR,FRA,67320216,Europe
03/08/2020,3,8,2020,556,22,France,FR,FRA,67320216,Europe
02/08/2020,2,8,2020,1192,1,France,FR,FRA,67320216,Europe
01/08/2020,1,8,2020,1628,6,France,FR,FRA,67320216,Europe
31/07/2020,31,7,2020,1346,11,France,FR,FRA,67320216,Europe
30/07/2020,30,7,2020,1377,16,France,FR,FRA,67320216,Europe
29/07/2020,29,7,2020,1392,15,France,FR,FRA,67320216,Europe
28/07/2020,28,7,2020,725,14,France,FR,FRA,67320216,Europe
27/07/2020,27,7,2020,514,8,France,FR,FRA,67320216,Europe
26/07/2020,26,7,2020,929,1,France,FR,FRA,67320216,Europe
25/07/2020,25,7,2020,1108,8,France,FR,FRA,67320216,Europe
24/07/2020,24,7,2020,1130,10,France,FR,FRA,67320216,Europe
23/07/2020,23,7,2020,1062,10,France,FR,FRA,67320216,Europe
22/07/2020,22,7,2020,998,7,France,FR,FRA,67320216,Europe
21/07/2020,21,7,2020,584,12,France,FR,FRA,67320216,Europe
20/07/2020,20,7,2020,350,16,France,FR,FRA,67320216,Europe
19/07/2020,19,7,2020,765,1,France,FR,FRA,67320216,Europe
18/07/2020,18,7,2020,965,8,France,FR,FRA,67320216,Europe
17/07/2020,17,7,2020,836,14,France,FR,FRA,67320216,Europe
16/07/2020,16,7,2020,534,18,France,FR,FRA,67320216,Europe
15/07/2020,15,7,2020,416,85,France,FR,FRA,67320216,Europe
14/07/2020,14,7,2020,511,6,France,FR,FRA,67320216,Europe
13/07/2020,13,7,2020,288,18,France,FR,FRA,67320216,Europe
12/07/2020,12,7,2020,585,1,France,FR,FRA,67320216,Europe
11/07/2020,11,7,2020,752,6,France,FR,FRA,67320216,Europe
10/07/2020,10,7,2020,658,25,France,FR,FRA,67320216,Europe
09/07/2020,9,7,2020,621,14,France,FR,FRA,67320216,Europe
08/07/2020,8,7,2020,663,32,France,FR,FRA,67320216,Europe
07/07/2020,7,7,2020,475,13,France,FR,FRA,67320216,Europe
06/07/2020,6,7,2020,176,13,France,FR,FRA,67320216,Europe
05/07/2020,5,7,2020,448,2,France,FR,FRA,67320216,Europe
04/07/2020,4,7,2020,751,12,France,FR,FRA,67320216,Europe
03/07/2020,3,7,2020,582,18,France,FR,FRA,67320216,Europe
02/07/2020,2,7,2020,659,14,France,FR,FRA,67320216,Europe
01/07/2020,1,7,2020,918,18,France,FR,FRA,67320216,Europe
30/06/2020,30,6,2020,541,30,France,FR,FRA,67320216,Europe
29/06/2020,29,6,2020,1324,18,France,FR,FRA,67320216,Europe
28/06/2020,28,6,2020,0,2,France,FR,FRA,67320216,Europe
27/06/2020,27,6,2020,0,15,France,FR,FRA,67320216,Europe
26/06/2020,26,6,2020,1588,26,France,FR,FRA,67320216,Europe
25/06/2020,25,6,2020,0,21,France,FR,FRA,67320216,Europe
24/06/2020,24,6,2020,81,11,France,FR,FRA,67320216,Europe
23/06/2020,23,6,2020,517,57,France,FR,FRA,67320216,Europe
22/06/2020,22,6,2020,373,23,France,FR,FRA,67320216,Europe
21/06/2020,21,6,2020,284,7,France,FR,FRA,67320216,Europe
20/06/2020,20,6,2020,641,16,France,FR,FRA,67320216,Europe
19/06/2020,19,6,2020,811,14,France,FR,FRA,67320216,Europe
18/06/2020,18,6,2020,467,28,France,FR,FRA,67320216,Europe
17/06/2020,17,6,2020,458,28,France,FR,FRA,67320216,Europe
16/06/2020,16,6,2020,344,111,France,FR,FRA,67320216,Europe
15/06/2020,15,6,2020,152,29,France,FR,FRA,67320216,Europe
14/06/2020,14,6,2020,407,9,France,FR,FRA,67320216,Europe
13/06/2020,13,6,2020,526,24,France,FR,FRA,67320216,Europe
12/06/2020,12,6,2020,726,28,France,FR,FRA,67320216,Europe
11/06/2020,11,6,2020,425,27,France,FR,FRA,67320216,Europe
10/06/2020,10,6,2020,545,23,France,FR,FRA,67320216,Europe
09/06/2020,9,6,2020,403,87,France,FR,FRA,67320216,Europe
08/06/2020,8,6,2020,211,54,France,FR,FRA,67320216,Europe
07/06/2020,7,6,2020,343,13,France,FR,FRA,67320216,Europe
06/06/2020,6,6,2020,579,31,France,FR,FRA,67320216,Europe
05/06/2020,5,6,2020,611,46,France,FR,FRA,67320216,Europe
04/06/2020,4,6,2020,767,44,France,FR,FRA,67320216,Europe
03/06/2020,3,6,2020,352,81,France,FR,FRA,67320216,Europe
02/06/2020,2,6,2020,766,107,France,FR,FRA,67320216,Europe
01/06/2020,1,6,2020,338,31,France,FR,FRA,67320216,Europe
31/05/2020,31,5,2020,257,31,France,FR,FRA,67320216,Europe
30/05/2020,30,5,2020,1828,57,France,FR,FRA,67320216,Europe
29/05/2020,29,5,2020,597,52,France,FR,FRA,67320216,Europe
28/05/2020,28,5,2020,3325,66,France,FR,FRA,67320216,Europe
27/05/2020,27,5,2020,191,66,France,FR,FRA,67320216,Europe
26/05/2020,26,5,2020,276,97,France,FR,FRA,67320216,Europe
25/05/2020,25,5,2020,358,65,France,FR,FRA,67320216,Europe
24/05/2020,24,5,2020,115,35,France,FR,FRA,67320216,Europe
23/05/2020,23,5,2020,250,43,France,FR,FRA,67320216,Europe
22/05/2020,22,5,2020,393,74,France,FR,FRA,67320216,Europe
21/05/2020,21,5,2020,318,83,France,FR,FRA,67320216,Europe
20/05/2020,20,5,2020,418,110,France,FR,FRA,67320216,Europe
19/05/2020,19,5,2020,524,217,France,FR,FRA,67320216,Europe
18/05/2020,18,5,2020,492,131,France,FR,FRA,67320216,Europe
17/05/2020,17,5,2020,120,483,France,FR,FRA,67320216,Europe
16/05/2020,16,5,2020,372,96,France,FR,FRA,67320216,Europe
15/05/2020,15,5,2020,563,104,France,FR,FRA,67320216,Europe
14/05/2020,14,5,2020,622,351,France,FR,FRA,67320216,Europe
13/05/2020,13,5,2020,507,83,France,FR,FRA,67320216,Europe
12/05/2020,12,5,2020,708,348,France,FR,FRA,67320216,Europe
11/05/2020,11,5,2020,456,263,France,FR,FRA,67320216,Europe
10/05/2020,10,5,2020,209,70,France,FR,FRA,67320216,Europe
09/05/2020,9,5,2020,433,80,France,FR,FRA,67320216,Europe
08/05/2020,8,5,2020,642,243,France,FR,FRA,67320216,Europe
07/05/2020,7,5,2020,629,178,France,FR,FRA,67320216,Europe
06/05/2020,6,5,2020,4183,278,France,FR,FRA,67320216,Europe
05/05/2020,5,5,2020,1104,330,France,FR,FRA,67320216,Europe
04/05/2020,4,5,2020,576,306,France,FR,FRA,67320216,Europe
03/05/2020,3,5,2020,308,135,France,FR,FRA,67320216,Europe
02/05/2020,2,5,2020,794,166,France,FR,FRA,67320216,Europe
01/05/2020,1,5,2020,604,212,France,FR,FRA,67320216,Europe
30/04/2020,30,4,2020,1139,288,France,FR,FRA,67320216,Europe
29/04/2020,29,4,2020,1152,549,France,FR,FRA,67320216,Europe
28/04/2020,28,4,2020,1520,244,France,FR,FRA,67320216,Europe
27/04/2020,27,4,2020,1195,437,France,FR,FRA,67320216,Europe
26/04/2020,26,4,2020,461,242,France,FR,FRA,67320216,Europe
25/04/2020,25,4,2020,1537,369,France,FR,FRA,67320216,Europe
24/04/2020,24,4,2020,1773,389,France,FR,FRA,67320216,Europe
23/04/2020,23,4,2020,1653,516,France,FR,FRA,67320216,Europe
22/04/2020,22,4,2020,1827,541,France,FR,FRA,67320216,Europe
21/04/2020,21,4,2020,2667,531,France,FR,FRA,67320216,Europe
20/04/2020,20,4,2020,2051,547,France,FR,FRA,67320216,Europe
19/04/2020,19,4,2020,785,395,France,FR,FRA,67320216,Europe
18/04/2020,18,4,2020,2569,642,France,FR,FRA,67320216,Europe
17/04/2020,17,4,2020,405,760,France,FR,FRA,67320216,Europe
16/04/2020,16,4,2020,2641,746,France,FR,FRA,67320216,Europe
15/04/2020,15,4,2020,2633,1438,France,FR,FRA,67320216,Europe
14/04/2020,14,4,2020,5497,762,France,FR,FRA,67320216,Europe
13/04/2020,13,4,2020,2673,574,France,FR,FRA,67320216,Europe
12/04/2020,12,4,2020,1613,561,France,FR,FRA,67320216,Europe
11/04/2020,11,4,2020,3114,635,France,FR,FRA,67320216,Europe
10/04/2020,10,4,2020,4342,987,France,FR,FRA,67320216,Europe
09/04/2020,9,4,2020,4286,1341,France,FR,FRA,67320216,Europe
08/04/2020,8,4,2020,3881,541,France,FR,FRA,67320216,Europe
07/04/2020,7,4,2020,3777,1417,France,FR,FRA,67320216,Europe
06/04/2020,6,4,2020,3912,833,France,FR,FRA,67320216,Europe
05/04/2020,5,4,2020,1873,518,France,FR,FRA,67320216,Europe
04/04/2020,4,4,2020,4267,1053,France,FR,FRA,67320216,Europe
03/04/2020,3,4,2020,5233,2004,France,FR,FRA,67320216,Europe
02/04/2020,2,4,2020,2116,471,France,FR,FRA,67320216,Europe
01/04/2020,1,4,2020,4861,509,France,FR,FRA,67320216,Europe
31/03/2020,31,3,2020,7578,499,France,FR,FRA,67320216,Europe
30/03/2020,30,3,2020,4376,418,France,FR,FRA,67320216,Europe
29/03/2020,29,3,2020,2599,292,France,FR,FRA,67320216,Europe
28/03/2020,28,3,2020,4611,319,France,FR,FRA,67320216,Europe
27/03/2020,27,3,2020,3809,299,France,FR,FRA,67320216,Europe
26/03/2020,26,3,2020,3922,308,France,FR,FRA,67320216,Europe
25/03/2020,25,3,2020,2931,288,France,FR,FRA,67320216,Europe
24/03/2020,24,3,2020,2446,240,France,FR,FRA,67320216,Europe
23/03/2020,23,3,2020,3170,228,France,FR,FRA,67320216,Europe
22/03/2020,22,3,2020,2227,107,France,FR,FRA,67320216,Europe
21/03/2020,21,3,2020,1847,75,France,FR,FRA,67320216,Europe
20/03/2020,20,3,2020,1617,123,France,FR,FRA,67320216,Europe
19/03/2020,19,3,2020,1861,109,France,FR,FRA,67320216,Europe
18/03/2020,18,3,2020,1404,218,France,FR,FRA,67320216,Europe
17/03/2020,17,3,2020,1097,0,France,FR,FRA,67320216,Europe
16/03/2020,16,3,2020,1210,0,France,FR,FRA,67320216,Europe
15/03/2020,15,3,2020,924,0,France,FR,FRA,67320216,Europe
14/03/2020,14,3,2020,838,0,France,FR,FRA,67320216,Europe
13/03/2020,13,3,2020,785,0,France,FR,FRA,67320216,Europe
12/03/2020,12,3,2020,595,0,France,FR,FRA,67320216,Europe
11/03/2020,11,3,2020,497,0,France,FR,FRA,67320216,Europe
10/03/2020,10,3,2020,372,0,France,FR,FRA,67320216,Europe
09/03/2020,9,3,2020,286,0,France,FR,FRA,67320216,Europe
08/03/2020,8,3,2020,177,0,France,FR,FRA,67320216,Europe
07/03/2020,7,3,2020,336,0,France,FR,FRA,67320216,Europe
06/03/2020,6,3,2020,190,0,France,FR,FRA,67320216,Europe
05/03/2020,5,3,2020,138,0,France,FR,FRA,67320216,Europe
04/03/2020,4,3,2020,73,0,France,FR,FRA,67320216,Europe
03/03/2020,3,3,2020,21,0,France,FR,FRA,67320216,Europe
02/03/2020,2,3,2020,46,0,France,FR,FRA,67320216,Europe
01/03/2020,1,3,2020,45,0,France,FR,FRA,67320216,Europe
29/02/2020,29,2,2020,50,0,France,FR,FRA,67320216,Europe
28/02/2020,28,2,2020,15,0,France,FR,FRA,67320216,Europe
27/02/2020,27,2,2020,18,0,France,FR,FRA,67320216,Europe
26/02/2020,26,2,2020,3,0,France,FR,FRA,67320216,Europe
25/02/2020,25,2,2020,2,0,France,FR,FRA,67320216,Europe
24/02/2020,24,2,2020,0,0,France,FR,FRA,67320216,Europe
23/02/2020,23,2,2020,0,0,France,FR,FRA,67320216,Europe
22/02/2020,22,2,2020,0,0,France,FR,FRA,67320216,Europe
21/02/2020,21,2,2020,0,0,France,FR,FRA,67320216,Europe
20/02/2020,20,2,2020,0,0,France,FR,FRA,67320216,Europe
19/02/2020,19,2,2020,0,0,France,FR,FRA,67320216,Europe
18/02/2020,18,2,2020,0,0,France,FR,FRA,67320216,Europe
17/02/2020,17,2,2020,0,0,France,FR,FRA,67320216,Europe
16/02/2020,16,2,2020,0,0,France,FR,FRA,67320216,Europe
15/02/2020,15,2,2020,1,0,France,FR,FRA,67320216,Europe
14/02/2020,14,2,2020,0,0,France,FR,FRA,67320216,Europe
13/02/2020,13,2,2020,0,0,France,FR,FRA,67320216,Europe
12/02/2020,12,2,2020,0,0,France,FR,FRA,67320216,Europe
11/02/2020,11,2,2020,0,0,France,FR,FRA,67320216,Europe
10/02/2020,10,2,2020,0,0,France,FR,FRA,67320216,Europe
09/02/2020,9,2,2020,0,0,France,FR,FRA,67320216,Europe
08/02/2020,8,2,2020,5,0,France,FR,FRA,67320216,Europe
07/02/2020,7,2,2020,0,0,France,FR,FRA,67320216,Europe
06/02/2020,6,2,2020,0,0,France,FR,FRA,67320216,Europe
05/02/2020,5,2,2020,0,0,France,FR,FRA,67320216,Europe
04/02/2020,4,2,2020,0,0,France,FR,FRA,67320216,Europe
03/02/2020,3,2,2020,0,0,France,FR,FRA,67320216,Europe
02/02/2020,2,2,2020,0,0,France,FR,FRA,67320216,Europe
01/02/2020,1,2,2020,0,0,France,FR,FRA,67320216,Europe
31/01/2020,31,1,2020,0,0,France,FR,FRA,67320216,Europe
30/01/2020,30,1,2020,1,0,France,FR,FRA,67320216,Europe
29/01/2020,29,1,2020,1,0,France,FR,FRA,67320216,Europe
28/01/2020,28,1,2020,4,0,France,FR,FRA,67320216,Europe
27/01/2020,27,1,2020,3,0,France,FR,FRA,67320216,Europe
26/01/2020,26,1,2020,0,0,France,FR,FRA,67320216,Europe
25/01/2020,25,1,2020,0,0,France,FR,FRA,67320216,Europe
24/01/2020,24,1,2020,2,0,France,FR,FRA,67320216,Europe
23/01/2020,23,1,2020,1,0,France,FR,FRA,67320216,Europe
24/10/2022,24,10,2022,65208,20,Germany,DE,DEU,83166711,Europe
23/10/2022,23,10,2022,8662,1,Germany,DE,DEU,83166711,Europe
22/10/2022,22,10,2022,15259,1,Germany,DE,DEU,83166711,Europe
21/10/2022,21,10,2022,68084,14,Germany,DE,DEU,83166711,Europe
20/10/2022,20,10,2022,83775,18,Germany,DE,DEU,83166711,Europe
19/10/2022,19,10,2022,105716,46,Germany,DE,DEU,83166711,Europe
18/10/2022,18,10,2022,127700,53,Germany,DE,DEU,83166711,Europe
17/10/2022,17,10,2022,126052,78,Germany,DE,DEU,83166711,Europe
16/10/2022,16,10,2022,12833,10,Germany,DE,DEU,83166711,Europe
15/10/2022,15,10,2022,21551,14,Germany,DE,DEU,83166711,Europe
14/10/2022,14,10,2022,90409,63,Germany,DE,DEU,83166711,Europe
13/10/2022,13,10,2022,105803,93,Germany,DE,DEU,83166711,Europe
12/10/2022,12,10,2022,124010,106,Germany,DE,DEU,83166711,Europe
11/10/2022,11,10,2022,143199,107,Germany,DE,DEU,83166711,Europe
10/10/2022,10,10,2022,144179,175,Germany,DE,DEU,83166711,Europe
09/10/2022,9,10,2022,16648,22,Germany,DE,DEU,83166711,Europe
08/10/2022,8,10,2022,26172,19,Germany,DE,DEU,83166711,Europe
07/10/2022,7,10,2022,114979,98,Germany,DE,DEU,83166711,Europe
06/10/2022,6,10,2022,142402,151,Germany,DE,DEU,83166711,Europe
05/10/2022,5,10,2022,150089,147,Germany,DE,DEU,83166711,Europe
04/10/2022,4,10,2022,126874,193,Germany,DE,DEU,83166711,Europe
03/10/2022,3,10,2022,14276,25,Germany,DE,DEU,83166711,Europe
02/10/2022,2,10,2022,11301,14,Germany,DE,DEU,83166711,Europe
01/10/2022,1,10,2022,20703,23,Germany,DE,DEU,83166711,Europe
30/09/2022,30,9,2022,73911,71,Germany,DE,DEU,83166711,Europe
29/09/2022,29,9,2022,78259,90,Germany,DE,DEU,83166711,Europe
28/09/2022,28,9,2022,92365,109,Germany,DE,DEU,83166711,Europe
27/09/2022,27,9,2022,100122,113,Germany,DE,DEU,83166711,Europe
26/09/2022,26,9,2022,81196,134,Germany,DE,DEU,83166711,Europe
25/09/2022,25,9,2022,8221,16,Germany,DE,DEU,83166711,Europe
24/09/2022,24,9,2022,13572,22,Germany,DE,DEU,83166711,Europe
23/09/2022,23,9,2022,48095,45,Germany,DE,DEU,83166711,Europe
22/09/2022,22,9,2022,49433,48,Germany,DE,DEU,83166711,Europe
21/09/2022,21,9,2022,53831,62,Germany,DE,DEU,83166711,Europe
20/09/2022,20,9,2022,58339,67,Germany,DE,DEU,83166711,Europe
19/09/2022,19,9,2022,54920,89,Germany,DE,DEU,83166711,Europe
18/09/2022,18,9,2022,4892,10,Germany,DE,DEU,83166711,Europe
17/09/2022,17,9,2022,8097,7,Germany,DE,DEU,83166711,Europe
16/09/2022,16,9,2022,34963,39,Germany,DE,DEU,83166711,Europe
15/09/2022,15,9,2022,39311,38,Germany,DE,DEU,83166711,Europe
14/09/2022,14,9,2022,42863,43,Germany,DE,DEU,83166711,Europe
13/09/2022,13,9,2022,51595,54,Germany,DE,DEU,83166711,Europe
12/09/2022,12,9,2022,47135,81,Germany,DE,DEU,83166711,Europe
11/09/2022,11,9,2022,4331,12,Germany,DE,DEU,83166711,Europe
10/09/2022,10,9,2022,7525,8,Germany,DE,DEU,83166711,Europe
09/09/2022,9,9,2022,30287,43,Germany,DE,DEU,83166711,Europe
08/09/2022,8,9,2022,33650,33,Germany,DE,DEU,83166711,Europe
07/09/2022,7,9,2022,39440,39,Germany,DE,DEU,83166711,Europe
06/09/2022,6,9,2022,45902,46,Germany,DE,DEU,83166711,Europe
05/09/2022,5,9,2022,42893,72,Germany,DE,DEU,83166711,Europe
04/09/2022,4,9,2022,4116,11,Germany,DE,DEU,83166711,Europe
03/09/2022,3,9,2022,7893,21,Germany,DE,DEU,83166711,Europe
02/09/2022,2,9,2022,28673,36,Germany,DE,DEU,83166711,Europe
01/09/2022,1,9,2022,30393,35,Germany,DE,DEU,83166711,Europe
31/08/2022,31,8,2022,36868,57,Germany,DE,DEU,83166711,Europe
30/08/2022,30,8,2022,47500,60,Germany,DE,DEU,83166711,Europe
29/08/2022,29,8,2022,46152,77,Germany,DE,DEU,83166711,Europe
28/08/2022,28,8,2022,4885,15,Germany,DE,DEU,83166711,Europe
27/08/2022,27,8,2022,8092,15,Germany,DE,DEU,83166711,Europe
26/08/2022,26,8,2022,32353,50,Germany,DE,DEU,83166711,Europe
25/08/2022,25,8,2022,35836,44,Germany,DE,DEU,83166711,Europe
24/08/2022,24,8,2022,44133,62,Germany,DE,DEU,83166711,Europe
23/08/2022,23,8,2022,52037,66,Germany,DE,DEU,83166711,Europe
22/08/2022,22,8,2022,50463,102,Germany,DE,DEU,83166711,Europe
21/08/2022,21,8,2022,5087,13,Germany,DE,DEU,83166711,Europe
20/08/2022,20,8,2022,9704,13,Germany,DE,DEU,83166711,Europe
19/08/2022,19,8,2022,35672,54,Germany,DE,DEU,83166711,Europe
18/08/2022,18,8,2022,42889,80,Germany,DE,DEU,83166711,Europe
17/08/2022,17,8,2022,52408,106,Germany,DE,DEU,83166711,Europe
16/08/2022,16,8,2022,63137,120,Germany,DE,DEU,83166711,Europe
15/08/2022,15,8,2022,54476,121,Germany,DE,DEU,83166711,Europe
14/08/2022,14,8,2022,6530,19,Germany,DE,DEU,83166711,Europe
